"date","id","title","rubric","subrubric","publikations_status","primaryTenantCode","kanton"
2023-07-03,"212451ef-a1a9-4d0b-ace2-b65c7a822978","Löschung C.A. Jaquier - conseil, Goumoëns","HR","HR03","PUBLISHED","shab","VD"
2023-07-03,"5e08b9c2-a9b7-41af-80ea-575b1098d284","Löschung à ma chère ag, Zürich","HR","HR03","PUBLISHED","shab","ZH"
2023-07-03,"d565f153-884d-462d-b41e-dc039ed43784","Löschung Wohnliegenschaften.ch AG, Baden","HR","HR03","PUBLISHED","shab","AG"
2023-07-03,"a0b3ebfc-71f6-4f0b-ba09-e049a1b56e31","Löschung Balrisk Versicherungsbroker AG, Basel","HR","HR03","PUBLISHED","shab","BS"
2023-07-03,"e1eeacd8-e23b-457c-b354-937774edd7bd","Löschung MFB-Leontina AG in Liquidation, Basel","HR","HR03","PUBLISHED","shab","BS"
2023-07-03,"4918fc4d-9c14-4aa1-b734-ef76785829cd","Löschung ei-color ag, Bad Ragaz","HR","HR03","PUBLISHED","shab","SG"
2023-07-03,"c23f461f-a071-456b-a3da-374add21dda9","Löschung Pat Trucks GmbH, Tafers","HR","HR03","PUBLISHED","shab","FR"
2023-07-03,"d7fafdf1-d5fd-4d91-a0d6-d51a808e0d79","Löschung Fillistorf Farben AG, Bulle","HR","HR03","PUBLISHED","shab","FR"
2023-07-03,"e3a5bf9c-50be-4955-95f8-76b4dc2d5cfb","Löschung Vanzo Gartenpflege Neuanlagen Gartengestaltung, Degersheim","HR","HR03","PUBLISHED","shab","SG"
2023-07-03,"67842224-d56e-4520-8f60-b6e38250bcb2","Löschung Hoti A. CoM, Matran","HR","HR03","PUBLISHED","shab","FR"
2023-07-03,"761bc48a-5ed9-4afa-a31e-7967cba7a209","Löschung Edelstahl-Wandverkleidung & Allroundservice Munsky, Aarburg","HR","HR03","PUBLISHED","shab","AG"
2023-07-03,"23f9ed43-a0c3-46c3-8721-1b2a63318544","Löschung Atlas Service AG, Zürich","HR","HR03","PUBLISHED","shab","ZH"
2023-07-03,"44af5af1-daa8-4281-9f83-69d52ebf7e59","Löschung HSH Intertrade GmbH in Liquidation, Baar","HR","HR03","PUBLISHED","shab","ZG"
2023-07-03,"06ef8d4f-e208-483f-a9f1-b600f773a9cc","Löschung Arena Malergeschäft GmbH in Liquidation, Uster","HR","HR03","PUBLISHED","shab","ZH"
2023-07-03,"7e7db861-04db-4001-9131-104433d1e1b9","Löschung Eqip AG, Zürich","HR","HR03","PUBLISHED","shab","ZH"
2023-07-03,"dfd05be4-6e64-4c97-aebf-506c13e96f80","Löschung Shell Holdings Switzerland AG, Baar","HR","HR03","PUBLISHED","shab","ZG"
2023-07-03,"e670c1cd-dcad-461d-be61-b6d8a6b2b746","Löschung TechConsult Gafner, Freienbach","HR","HR03","PUBLISHED","shab","SZ"
2023-07-03,"ce9a92a2-291a-4057-8dfa-9d50ee585d76","Löschung CAD-CAM Consult, G. Merker, Fällanden","HR","HR03","PUBLISHED","shab","ZH"
2023-07-03,"9622bba9-00c6-4e3f-9fb5-e0d3e627d761","Löschung BAMBOU Alimentation Asiatique, PHAM Cong Chu, Fribourg","HR","HR03","PUBLISHED","shab","FR"
2023-07-03,"1160f98e-52eb-4f4c-b477-777ae361425f","Löschung Electras GmbH, Filiale Zürich, Zürich","HR","HR03","PUBLISHED","shab","ZH"
2023-07-03,"59bd9e69-ca75-4f3a-8cd3-466dbb3c8b47","Neueintragung Havein (Swiss) Technology Trading GmbH, Biel/Bienne","HR","HR01","PUBLISHED","shab","BE"
2023-07-03,"f63b5ccd-c0dc-4eb2-8337-c4ee0b070cd7","Neueintragung IEGO GmbH, Köniz","HR","HR01","PUBLISHED","shab","BE"
2023-07-03,"8e8b787d-9d65-4494-9403-3698c281f827","Neueintragung ZERP GmbH, Zürich","HR","HR01","PUBLISHED","shab","ZH"
2023-07-03,"82e93a44-ac73-4ee5-b0bb-f84d9dcb3f2a","Neueintragung Frepa AG, Zweigniederlassung Biel/Bienne, Biel/Bienne","HR","HR01","PUBLISHED","shab","BE"
2023-07-03,"6f34619d-9ab2-4610-9ccf-d9b74ab71ff2","Neueintragung Frepa AG, Zweigniederlassung Bern, Bern","HR","HR01","PUBLISHED","shab","BE"
2023-07-03,"ea11e911-df09-4190-b20a-e07fd64ab842","Löschung European League for business and cultural development, Lugano","HR","HR03","PUBLISHED","shab","TI"
2023-07-03,"97cc72b2-6af0-4e2c-94e3-dfdf8d8345ff","Löschung Pedrazzini Remo, Locarno","HR","HR03","PUBLISHED","shab","TI"
2023-07-03,"4ec5de02-2134-43d0-b970-ed31d91411a6","Löschung Genesis Gym C. Schweizer, Rheinfelden","HR","HR03","PUBLISHED","shab","AG"
2023-07-03,"c9989aea-c160-49f5-80a4-7fb99ef5768a","Löschung Rütli Bar Andreea Maria Bularca, Beinwil am See","HR","HR03","PUBLISHED","shab","AG"
2023-07-03,"8f030d31-63e7-45f4-bd28-8afd6b241eaf","Löschung KAVA Elektro GmbH in Liquidation, Winterthur","HR","HR03","PUBLISHED","shab","ZH"
2023-07-03,"3de2dbbc-45b2-44ba-8a00-0d8f4d5fdb29","Löschung HBE GmbH in Liquidation, Pfäffikon","HR","HR03","PUBLISHED","shab","ZH"
2023-07-03,"7607d29b-91e5-4dc1-a7c4-db2cb1f989b2","Neueintragung BreathTake Technologies GmbH, Winterthur","HR","HR01","PUBLISHED","shab","ZH"
2023-07-03,"589e7eed-8cd8-4e19-905b-a5edcb492611","Neueintragung Lead Renewables Consulting GmbH, Küsnacht (ZH)","HR","HR01","PUBLISHED","shab","ZH"
2023-07-03,"ff7d6d6f-e144-475b-bc0a-2f604fd6bf66","Neueintragung fein-GEIST GmbH, Zürich","HR","HR01","PUBLISHED","shab","ZH"
2023-07-03,"5d674fe4-6248-40e7-9318-7dcdce002a90","Neueintragung Zagalzel Invest AG, Diepoldsau","HR","HR01","PUBLISHED","shab","SG"
2023-07-03,"c1f5f44a-3f1e-4686-af21-790bf4eddc7a","Neueintragung FaunaAI GmbH, Aarau","HR","HR01","PUBLISHED","shab","AG"
2023-07-03,"affd6023-bece-40e6-94fc-a0122b2f24ce","Neueintragung RIMAG Fenster GmbH, Kirchberg (SG)","HR","HR01","PUBLISHED","shab","SG"
2023-07-03,"ee91ea2b-693d-474a-8b78-ac386866eb7f","Neueintragung Manufacture Czapek, succursale de CZAPEK & Cie SA, La Chaux-de-Fonds","HR","HR01","PUBLISHED","shab","NE"
2023-07-03,"112b176e-9c53-421b-ad41-84a63b38dc4b","Neueintragung VELES COMMODITY AG, Meggen","HR","HR01","PUBLISHED","shab","LU"
2023-07-03,"4545b6be-693e-4d74-b19b-facfaeb50222","Neueintragung Barreto Schmidt Consulting Services GmbH, Zug","HR","HR01","PUBLISHED","shab","ZG"
2023-07-03,"271bc16f-72b6-40d8-8869-4c433e945b25","Neueintragung NovaVision Biotech AG, Baar","HR","HR01","PUBLISHED","shab","ZG"
2023-07-03,"385c23e2-96c4-4764-bcec-72a640d4366a","Neueintragung begleitet GmbH, Ingenbohl","HR","HR01","PUBLISHED","shab","SZ"
2023-07-03,"9a1fee26-4bf1-4c87-ac2f-fcfa1f6123ec","Neueintragung Stricker Real Estate AG, Zug","HR","HR01","PUBLISHED","shab","ZG"
2023-07-03,"2f2cf9ee-4f10-4447-9721-9f3c080af396","Neueintragung MA Rénovation SA, Matran","HR","HR01","PUBLISHED","shab","FR"
2023-07-03,"f4658e1c-bcaa-4755-8969-ea62d0a27d51","Neueintragung SIVILLICA CONSULTING, Steinhausen","HR","HR01","PUBLISHED","shab","ZG"
2023-07-03,"1e294a26-0dcd-47bf-a25f-35ca93dfc8df","Neueintragung Trinkwasser-Pur Imhof, Schwyz","HR","HR01","PUBLISHED","shab","SZ"
2023-07-03,"ecd1367c-ffe2-4a7b-9dbc-0d995f603e65","Neueintragung Praxis für Psychotherapie Sevim Cakar, Winterthur","HR","HR01","PUBLISHED","shab","ZH"
2023-07-03,"31269153-f4cf-4b21-90d1-aa94aecc7031","Neueintragung CARREL HOLDING SA, Avry","HR","HR01","PUBLISHED","shab","FR"
2023-07-03,"3f05ce22-8ce4-41a9-a10f-c1b1cc6e6e40","Neueintragung Durchlauferhitzer GmbH, Basel","HR","HR01","PUBLISHED","shab","BS"
2023-07-03,"aab958ee-2c33-4e52-9d5e-5e39ff1c8278","Neueintragung Mutausbruch GmbH, Wil (SG)","HR","HR01","PUBLISHED","shab","SG"
2023-07-03,"b0e0ba16-797b-41cf-8755-5030197b8e1f","Neueintragung OR NOIR TATTOO GALLERY GMBH, Rorschach","HR","HR01","PUBLISHED","shab","SG"
2023-07-03,"61328be1-971c-42d9-ac1d-fdfc8b05996b","Neueintragung Yuva SA, Châtel-Saint-Denis","HR","HR01","PUBLISHED","shab","FR"
2023-07-03,"304c5ca9-31b3-4961-97d0-313b3af20f91","Neueintragung Pet Wise EU GmbH, Eptingen","HR","HR01","PUBLISHED","shab","BL"
2023-07-03,"c07d954e-9198-416f-b331-8085ccf1aaa7","Neueintragung Edwin Stieger Zimmerei GmbH, Oberriet (SG)","HR","HR01","PUBLISHED","shab","SG"
2023-07-03,"51830106-165b-4928-9f6e-80c21459aa59","Neueintragung Zürrer Gartenbau AG, Zweigniederlassung Rüdlingen, Rüdlingen","HR","HR01","PUBLISHED","shab","SH"
2023-07-03,"c92d10b8-d37b-4340-8abd-71ab747a2e57","Neueintragung INATEG AG, Visp","HR","HR01","PUBLISHED","shab","VS"
2023-07-03,"83314458-b76a-4b9f-ab41-1f416af0727c","Neueintragung Schlossgarten Riggisberg AG, Riggisberg","HR","HR01","PUBLISHED","shab","BE"
2023-07-03,"3d9b5712-6703-431f-ac79-c45c2b0db2f0","Neueintragung ProMaSSoL.ch GmbH, Bern","HR","HR01","PUBLISHED","shab","BE"
2023-07-03,"5975f479-a201-4299-873f-51f28a766d69","Neueintragung SOFThera AG, Kehrsatz","HR","HR01","PUBLISHED","shab","BE"
2023-07-03,"bd14b376-40a9-4421-9e7f-4e4f4eed1a70","Neueintragung MAD Treuhandexperten AG, Bellmund","HR","HR01","PUBLISHED","shab","BE"
2023-07-03,"9c5f5378-31ae-452c-9cd1-968bf8e7a1fc","Neueintragung SAYHEY GmbH, Biel/Bienne","HR","HR01","PUBLISHED","shab","BE"
2023-07-03,"f2014a43-bf92-4dd4-a27d-363b9ab1e8de","Neueintragung D Rénovations SA, Epalinges","HR","HR01","PUBLISHED","shab","VD"
2023-07-03,"10b9bac6-accf-4074-b9a6-533b33c3a2df","Neueintragung Maniscalco Sabrina, Lausanne","HR","HR01","PUBLISHED","shab","VD"
2023-07-03,"d6e91554-0bfa-475e-8ae3-07116b0f1d0c","Neueintragung Maison de l'enfance Sainte Léonie, Soyhières","HR","HR01","PUBLISHED","shab","JU"
2023-07-03,"c8f4af38-e148-461c-9fa4-6846a566c631","Neueintragung Ämtler Elektro GmbH, Obfelden","HR","HR01","PUBLISHED","shab","ZH"
2023-07-03,"e6737975-a998-4b55-a3fb-72d308190b40","Neueintragung ASSOCIATION TERRA RHONA, Chancy","HR","HR01","PUBLISHED","shab","GE"
2023-07-03,"9ec82443-45b6-4f21-8097-a07aaffc399c","Neueintragung Calida Group Digital GmbH, Stephanskirchen, Zweigniederlassung Oberkirch LU, Oberkirch","HR","HR01","PUBLISHED","shab","LU"
2023-07-03,"859b2bb8-7c67-44cf-a0a5-379e8289023f","Neueintragung F Greppin Service FGS, Haute-Sorne","HR","HR01","PUBLISHED","shab","JU"
2023-07-03,"058a3431-21d8-41f3-b3cf-d9a490ceba86","Neueintragung STALEX Stjepanovic, Roggwil (BE)","HR","HR01","PUBLISHED","shab","BE"
2023-07-03,"f41e3c58-dedc-4530-b204-dc26501ddbc5","Neueintragung Salon beaunique Fatmire Kasumaj, Kriens","HR","HR01","PUBLISHED","shab","LU"
2023-07-03,"346badd8-ca6d-454b-be2e-71a36b30e0ec","Neueintragung Tiravo GmbH, Hettlingen","HR","HR01","PUBLISHED","shab","ZH"
2023-07-03,"203485bc-b29f-4615-af94-67abc58144ff","Neueintragung M. J. Real Estate Consulting GmbH, Stäfa","HR","HR01","PUBLISHED","shab","ZH"
2023-07-03,"76c6e370-c004-46d9-9cd5-8c52b550896e","Neueintragung Beyond Group GmbH, Zurzach","HR","HR01","PUBLISHED","shab","AG"
2023-07-03,"5f6169e4-1549-4c22-8f54-608502d265fa","Neueintragung Subentro 3 AG, St. Margrethen","HR","HR01","PUBLISHED","shab","SG"
2023-07-03,"dd2f7839-1e7f-44bd-bde7-c681bd7ca27d","Neueintragung HGS Capricorn AG, Chur","HR","HR01","PUBLISHED","shab","GR"
2023-07-03,"cf7287aa-c732-441e-844d-426770ebd0b0","Neueintragung EV Technics GmbH, Dintikon","HR","HR01","PUBLISHED","shab","AG"
2023-07-03,"665807d3-f3ad-421e-b0b6-045fde852ef1","Neueintragung Sequência BJJ Team, Schlieren","HR","HR01","PUBLISHED","shab","ZH"
2023-07-03,"8168e09a-f575-40b3-b399-cef85b7c6492","Neueintragung Musicdream di Mujkanovic Alen, Cama","HR","HR01","PUBLISHED","shab","GR"
2023-07-03,"568bb218-2822-47a4-8789-976d91e6c8c5","Neueintragung rohrer visual, Hellikon","HR","HR01","PUBLISHED","shab","AG"
2023-07-03,"e7591056-fafa-434d-8df7-1b280791a40d","Neueintragung Maison Caspar & Catherine Group Sàrl, Vich","HR","HR01","PUBLISHED","shab","VD"
2023-07-03,"eb547f49-a319-461a-b670-4321281b47ba","Neueintragung Swiss Tutors Sàrl, La Tour-de-Peilz","HR","HR01","PUBLISHED","shab","VD"
2023-07-03,"48317bb3-9593-448f-8cbe-151618a528ba","Neueintragung burgerSAILING Sàrl, Nyon","HR","HR01","PUBLISHED","shab","VD"
2023-07-03,"5babb556-5783-494b-bfb5-48f6fe64efe0","Neueintragung DFL Invest SA, Crissier","HR","HR01","PUBLISHED","shab","VD"
2023-07-03,"fa25074c-aac3-4eee-bd71-339d8a3e88ee","Neueintragung MONSEC Sàrl, Payerne","HR","HR01","PUBLISHED","shab","VD"
2023-07-03,"f44326d3-d792-4ea7-8280-53c59df63d2a","Neueintragung Cabinet Yelen Sàrl, Crans (VD)","HR","HR01","PUBLISHED","shab","VD"
2023-07-03,"6eafd5a5-cc28-4c8e-a0b8-2c45232e1441","Neueintragung National Finance Company Sàrl, Grandcour","HR","HR01","PUBLISHED","shab","VD"
2023-07-03,"1c2dfd14-4eb0-4115-b57d-f11160c00427","Neueintragung ENZ Premium Spezialitäten, Schönholzerswilen","HR","HR01","PUBLISHED","shab","TG"
2023-07-03,"6beca301-0af7-4d59-a26b-7220f34e82b3","Neueintragung Aargauumzug. Inh. Rahmani, Suhr","HR","HR01","PUBLISHED","shab","AG"
2023-07-03,"0fd8b79b-04ac-4ce2-bd0a-b0fd69f796f2","Neueintragung EvoVet Sàrl, Evolène","HR","HR01","PUBLISHED","shab","VS"
2023-07-03,"c73e7ad3-6611-435f-8882-52ccf533b487","Neueintragung Gospa Sàrl, Collombey-Muraz","HR","HR01","PUBLISHED","shab","VS"
2023-07-03,"1812bfe7-ce49-4011-bfb3-f9153211b9dc","Neueintragung Bains Alpins Sàrl, Isérables","HR","HR01","PUBLISHED","shab","VS"
2023-07-03,"2c81e233-3776-4447-b3fa-0d1fab10b6d9","Neueintragung ARP REAL ESTATE SA, Martigny","HR","HR01","PUBLISHED","shab","VS"
2023-07-03,"af69ef52-ad78-496f-b141-b6ce7b9bdb4b","Neueintragung Chez Sandra - Food 4 Life Sàrl, Savièse","HR","HR01","PUBLISHED","shab","VS"
2023-07-03,"793b5eb7-6b21-4f79-9fe3-315ceb6ab186","Neueintragung Cabinet d'ophtalmologie Bertschinger Sàrl, Neuchâtel","HR","HR01","PUBLISHED","shab","NE"
2023-07-03,"4f1fd94b-c267-4d6d-a8a8-ff895c322b24","Neueintragung Meubles Leitenberg SA, La Chaux-de-Fonds","HR","HR01","PUBLISHED","shab","NE"
2023-07-03,"3381c769-2445-4ee9-88dd-27656c0a70c9","Neueintragung UMKA Sàrl, Neuchâtel","HR","HR01","PUBLISHED","shab","NE"
2023-07-03,"1d4a711f-1976-41d6-89e6-b8496cc83697","Neueintragung Muhtari Automobile A.I., St. Gallen","HR","HR01","PUBLISHED","shab","SG"
2023-07-03,"2c8e35a6-b7c8-43e7-9a70-2bdc6b5ebfa7","Neueintragung Z-Pharma Sagl, Lugano","HR","HR01","PUBLISHED","shab","TI"
2023-07-03,"05772e18-81e1-42aa-ba18-49a26f4274f3","Neueintragung G.E.A. Engineering Consulting SA, Paradiso","HR","HR01","PUBLISHED","shab","TI"
2023-07-03,"f1225a33-0087-4782-9dbb-1d165f922526","Neueintragung Sutten & Tate AG, Aarau","HR","HR01","PUBLISHED","shab","AG"
2023-07-03,"96ecead0-41e9-4618-838d-391567bd7563","Neueintragung Röösli Produkte AG, Freienwil","HR","HR01","PUBLISHED","shab","AG"
2023-07-03,"56acb232-dcdc-4404-b879-ed19e2ef5392","Neueintragung idsport ingénierie & conseils SA, Rivaz","HR","HR01","PUBLISHED","shab","VD"
2023-07-03,"3115bacb-167d-4685-b98f-aa951446b96f","Neueintragung GSP Group Holding SA, Torricella-Taverne","HR","HR01","PUBLISHED","shab","TI"
2023-07-03,"7dd3f99d-4c24-4f3c-8928-784457d9cd2c","Neueintragung Managerforte Schweiz GmbH, Reinach (BL)","HR","HR01","PUBLISHED","shab","BL"
2023-07-03,"8a63e864-b20f-4934-a854-79d98f4db838","Neueintragung Otto Mäder AG, Oberburg","HR","HR01","PUBLISHED","shab","BE"
2023-07-03,"13265ef3-af89-4ab6-a70b-cab30a59ed67","Neueintragung INNOBAU Service GmbH, Schattenhalb","HR","HR01","PUBLISHED","shab","BE"
2023-07-03,"3b61c000-03b0-4e7f-bd72-bcdcf79a097e","Neueintragung Nachfolgerei GmbH, Bern","HR","HR01","PUBLISHED","shab","BE"
2023-07-03,"05fe217b-58a7-4568-a24c-f3af7c843c76","Neueintragung Penna Construction Sàrl, Saint-Blaise","HR","HR01","PUBLISHED","shab","NE"
2023-07-03,"460c9a55-2aa7-4d66-8612-f7df36c7d0a7","Neueintragung Forêts Travaux Spéciaux Sàrl, succursale de Bienne, Biel/Bienne","HR","HR01","PUBLISHED","shab","BE"
2023-07-03,"aa1d9b37-fcab-4ab6-8d9e-8727510ff7ca","Neueintragung Perlentaucherin Dhillon, Köniz","HR","HR01","PUBLISHED","shab","BE"
2023-07-03,"51cdc3a3-db1e-4711-a01a-750b56b70335","Neueintragung CleanFox Fuchs, Schwarzenburg","HR","HR01","PUBLISHED","shab","BE"
2023-07-03,"d7ad5086-3b7c-4874-9553-c1c414cedf02","Neueintragung DIXPLUS FORTUNA BENITEZ EDISON, Vernier","HR","HR01","PUBLISHED","shab","GE"
2023-07-03,"e0777132-2866-415b-9ad6-0fb6a8da4466","Neueintragung Comfort Zone Sabrina Bodmer, Flawil","HR","HR01","PUBLISHED","shab","SG"
2023-07-03,"e78a3352-1502-4ab1-b8a8-13e95323d5c1","Neueintragung S&D spetzler und strub design GmbH, Bern","HR","HR01","PUBLISHED","shab","BE"
2023-07-03,"da135cf1-12b7-45ba-a1d4-50196a4d5cd5","Neueintragung soraplan GmbH, Bern","HR","HR01","PUBLISHED","shab","BE"
2023-07-03,"d6b0c6db-6e0d-49fa-acaf-bce8c3b0cbb5","Neueintragung Subentro 2 AG, Rorschach","HR","HR01","PUBLISHED","shab","SG"
2023-07-03,"fbd0255d-454c-4fe1-acd5-cb78834362f0","Löschung Tricksfilm Production GmbH, Bubikon","HR","HR03","PUBLISHED","shab","ZH"
2023-07-03,"5efea06b-0979-4f49-b3d6-4d43b7dde359","Löschung URA Group GmbH in Liquidation, Wangen-Brüttisellen","HR","HR03","PUBLISHED","shab","ZH"
2023-07-03,"ef62deac-ad88-4182-ab36-d432d1ce6f44","Löschung FIRSTBERG AG, Zweigniederlassung Walchwil ZG, Walchwil","HR","HR03","PUBLISHED","shab","ZG"
2023-07-03,"2c186e91-2af7-498d-b70c-d51f1ea19c9b","Löschung Stand'Aert Sàrl en liquidation, Martigny","HR","HR03","PUBLISHED","shab","VS"
2023-07-03,"b60c3c89-533e-405a-a9e7-a5934dad3326","Löschung Tacolac AG, Lachen","HR","HR03","PUBLISHED","shab","SZ"
2023-07-03,"7d9a721d-5593-4204-821f-38a7e257b9df","Löschung Frepa AG, Zweigniederlassung Bern, Bern","HR","HR03","PUBLISHED","shab","BE"
2023-07-03,"1ec9bc59-dde4-4be8-a103-e57d2ae05e84","Löschung MG Burotek Sàrl, en liquidation, Genève","HR","HR03","PUBLISHED","shab","GE"
2023-07-03,"74bf335e-3feb-4935-8896-31e431addb30","Löschung DS Linea Lopez, Vétroz","HR","HR03","PUBLISHED","shab","VS"
2023-07-03,"ce1d4dc4-36ed-4602-aa68-f0080a37f09a","Löschung Qwaider Trading, Vernier","HR","HR03","PUBLISHED","shab","GE"
2023-07-03,"df9ddca4-ead9-429a-b8df-2fb50f72efd0","Löschung Robin des Pains Sàrl en liquidation, Vevey","HR","HR03","PUBLISHED","shab","VD"
2023-07-03,"9f5ace50-99fe-49db-a0aa-765e6cf0b7c1","Löschung telconnect GmbH in Liquidation, Regensdorf","HR","HR03","PUBLISHED","shab","ZH"
2023-07-03,"4e343831-ed5d-4924-ae7f-191892ed9f34","Löschung WÄLDER plus GmbH in Liquidation, Knonau","HR","HR03","PUBLISHED","shab","ZH"
2023-07-03,"c749256a-c050-4fbf-9a62-37cb261e276a","Löschung Zurich Trust Forum GmbH in Liquidation, Zürich","HR","HR03","PUBLISHED","shab","ZH"
2023-07-03,"dc02ae21-489f-4c49-b6e1-242d20c3707f","Löschung Frepa AG, Biel/Bienne","HR","HR03","PUBLISHED","shab","BE"
2023-07-03,"a7ddab35-adac-47f6-8113-7e21f3b8ea24","Löschung SwissLabPlus GmbH in Liquidation, Uzwil","HR","HR03","PUBLISHED","shab","SG"
2023-07-03,"2e26c35a-369a-4cef-808a-a8e87d0cf4e0","Löschung Godly & Partner AG, Chur","HR","HR03","PUBLISHED","shab","GR"
2023-07-03,"b917b96d-cdce-44fe-be3e-1c489bd0fdfe","Löschung Naturahof AG, Sennwald","HR","HR03","PUBLISHED","shab","SG"
2023-07-03,"067d659a-4de8-4582-a0fc-7a6bda13dd40","Löschung Heiniger AG Uerkheim, Zweigniederlassung Gränichen, Gränichen","HR","HR03","PUBLISHED","shab","AG"
2023-07-03,"dca4263c-f0da-418b-a8cc-df855a83d32a","Löschung Cippà Gabriele ""Lavanderia e Stireria Moderna"" Bellinzona, Bellinzona","HR","HR03","PUBLISHED","shab","TI"
2023-07-03,"29f87d40-8140-40b5-ad54-9af7c0447d57","Löschung Ecuries de Marnex Sàrl en liquidation, Commugny","HR","HR03","PUBLISHED","shab","VD"
2023-07-03,"68e0cf95-f7d1-45b7-ad96-35f136e6ed51","Löschung Pferdepraxis Bearth, Felsberg","HR","HR03","PUBLISHED","shab","GR"
2023-07-03,"f65eae3c-96cc-47ef-9908-149052693c04","Löschung Inside, F. Schmid, Montreux","HR","HR03","PUBLISHED","shab","VD"
2023-07-03,"7d84e88d-0748-41e4-b44a-a5be8b2d526d","Löschung Restaurant Bahnhöfli, Pahlavi, Gossau (SG)","HR","HR03","PUBLISHED","shab","SG"
2023-07-03,"d84c00ac-c5a7-45d6-a257-f76c866fd46b","Löschung Spenglerei Erni, Niederrohrdorf","HR","HR03","PUBLISHED","shab","AG"
2023-07-03,"3fbb70a8-5753-43dc-81b2-02eef2cca839","Löschung CEG Resources GmbH in Liquidation, Arlesheim","HR","HR03","PUBLISHED","shab","BL"
2023-07-03,"b7aab1ce-8080-49dc-a327-fd22d30d34d8","Löschung Condires GmbH, Bad Ragaz","HR","HR03","PUBLISHED","shab","SG"
2023-07-03,"d9450e6f-2ede-4755-b79f-ad9f1ee595fe","Löschung zeusfaber GmbH, Zug","HR","HR03","PUBLISHED","shab","ZG"
2023-07-03,"16b57f19-2fe7-433e-a858-7ed1985b6e85","Löschung Fitnessoutlet Rothmann GmbH in Liquidation, Aesch (BL)","HR","HR03","PUBLISHED","shab","BL"
2023-07-03,"257f633c-19d9-4655-9917-88f8e6495c5c","Löschung AG für Wirtschaftsprüfungen in Liq., Muttenz","HR","HR03","PUBLISHED","shab","BL"
2023-07-03,"ccdc2e25-8353-4422-85ce-eb43ca51daef","Löschung KEY WIELDERS AG, Baar","HR","HR03","PUBLISHED","shab","ZG"
2023-07-03,"7f62d86f-b8ed-40b7-bc58-c9db1624c3f0","Löschung Nowet GmbH in Liquidation, Ettingen","HR","HR03","PUBLISHED","shab","BL"
2023-07-03,"a4d236c2-7784-4507-82f3-1e5086575247","Löschung W&F Consilium GmbH in Liquidation, Tenniken","HR","HR03","PUBLISHED","shab","BL"
2023-07-03,"6c982331-5b46-402e-a8e0-162d06ac0655","Löschung SchulArena.com GmbH, Schaffhausen","HR","HR03","PUBLISHED","shab","SH"
2023-07-03,"97a12153-fb78-4b24-b1c7-452c659ded08","Löschung Kohler Medien AG, Egg","HR","HR03","PUBLISHED","shab","ZH"
2023-07-03,"30aafd3c-1ffb-484b-ba4f-99ca107b97f1","Löschung Soreco AG, Schwerzenbach","HR","HR03","PUBLISHED","shab","ZH"
2023-07-03,"e5cb26dd-79a6-4725-ad68-50924d3cf2f2","Löschung triple.pix GmbH in Liquidation, Basel","HR","HR03","PUBLISHED","shab","BS"
2023-07-03,"518b349f-cb95-4efc-ba5f-ba068f2164d3","Löschung Birrer Fleig GmbH in Liquidation, Basel","HR","HR03","PUBLISHED","shab","BS"
2023-07-03,"5f73268f-a355-428e-838e-cb2574b4df01","Löschung Fillistorf Farben AG, Fribourg","HR","HR03","PUBLISHED","shab","FR"
2023-07-03,"361dbd29-1fce-407e-8939-a87860353e15","Löschung Sommer Montagen und Einrichtungen, Steinhausen","HR","HR03","PUBLISHED","shab","ZG"
2023-07-03,"d9a11d92-67ff-4a25-abe7-40d0e7add239","Löschung Super Clean Ionescu, Uster","HR","HR03","PUBLISHED","shab","ZH"
2023-07-03,"f979af95-c6ad-4423-bf3a-90482b354521","Löschung ILBT Isoz Les Bons Tuyaux, Lully (FR)","HR","HR03","PUBLISHED","shab","FR"
2023-07-03,"f47ab5af-5424-4f48-89c9-5336c5aec45f","Löschung Restaurant Feldschlösschen Madenkuyu, Grenchen","HR","HR03","PUBLISHED","shab","SO"
2023-07-03,"0091de94-7fcd-4809-85ef-c4e1cec4639e","Löschung Axel Springer Beteiligungen Schweiz AG, Zürich","HR","HR03","PUBLISHED","shab","ZH"
2023-07-03,"34fbe603-9fff-44ae-b24a-bb2877deb996","Löschung IEB Medien AG, Egg","HR","HR03","PUBLISHED","shab","ZH"
2023-07-03,"69f1fdb3-20a8-4161-b5c0-daf22a2bfe54","Löschung Braun Brandsicherheit AG in Liquidation, Winterthur","HR","HR03","PUBLISHED","shab","ZH"
2023-07-03,"b9745f2d-8cbc-4a93-9028-7cc2dc0f9dfa","Löschung Coiffeur ""Lena"", S. Bardak, Winterthur","HR","HR03","PUBLISHED","shab","ZH"
2023-07-03,"9e8f1ef0-e554-4a09-aaf1-f35099df43d9","Löschung Rechtsberatung F. de Almeida Pontes Clavadetscher, Zürich","HR","HR03","PUBLISHED","shab","ZH"
2023-07-03,"cc7bd531-2af2-4fd9-9980-01e8484b016d","Löschung Bar Sacchi, Zürich","HR","HR03","PUBLISHED","shab","ZH"
2023-07-03,"ab2752c3-379a-49b3-9e26-c56bc4c6abe4","Löschung Kosmetik Leonora Hagen, Richterswil","HR","HR03","PUBLISHED","shab","ZH"
2023-07-03,"b628d116-ed11-4a9b-a5a3-bac57383b731","Löschung Francis Lardon, Court","HR","HR03","PUBLISHED","shab","BE"
