"date","id","title","rubric","subrubric","publikations_status","primaryTenantCode","kanton"
2023-07-03,"6fbba19b-d1fb-4287-b081-48ab658ba802","Löschung Accessus GmbH in Liquidation, Zürich","HR","HR03","PUBLISHED","shab","ZH"
2023-07-03,"2bb3271f-252a-4e33-b2a5-6b31b3214628","Löschung PJ COSMETIK SARL, en liquidation, Carouge (GE)","HR","HR03","PUBLISHED","shab","GE"
2023-07-03,"732dd168-78ee-4fab-95a4-81a2982422e0","Löschung Quinta Services & Conseils Sàrl, en liquidation, Genève","HR","HR03","PUBLISHED","shab","GE"
2023-07-03,"8899e785-91bd-4105-9f4e-bfca2c5e27c2","Löschung Société Immobilière rue Bovy Lysberg 8 SA, Genève","HR","HR03","PUBLISHED","shab","GE"
2023-07-03,"429ce744-2540-4361-ae71-a0adcccef8a1","Löschung PUBLIMAG SA, en liquidation, Genève","HR","HR03","PUBLISHED","shab","GE"
2023-07-03,"29079d0d-1937-45c8-8cc2-e96f23dc877a","Löschung StreetGourmet SA, en liquidation, Genève","HR","HR03","PUBLISHED","shab","GE"
2023-07-03,"b39edb64-ac0d-4302-a247-d8e295bfe31d","Löschung SOS Surveillance SA, succursale de Vernier, Vernier","HR","HR03","PUBLISHED","shab","GE"
2023-07-03,"65512362-1f1b-4d64-91c7-050d64bd3bd7","Löschung PROTIR SA, Genève","HR","HR03","PUBLISHED","shab","GE"
2023-07-03,"eccf4ab5-631a-4c4e-bcb1-cdc0f1fb5f1e","Löschung JMA Alliance Suisse Sàrl en liquidation, Martigny","HR","HR03","PUBLISHED","shab","VS"
2023-07-03,"0360e164-22dc-44be-a382-1468aa5bae4f","Löschung Bains Alpins Bruno Chevrey, Riddes","HR","HR03","PUBLISHED","shab","VS"
2023-07-03,"a3c88146-188f-40b4-8877-dd1c9fe1794e","Löschung Alpha Immobilier SA, Val de Bagnes","HR","HR03","PUBLISHED","shab","VS"
2023-07-03,"c0696771-4d37-4233-96f3-171fbdf6f40b","Löschung Brotschi Finanz AG, Gränichen","HR","HR03","PUBLISHED","shab","AG"
2023-07-03,"b0f66e05-77c7-4ac4-b91e-ea182d20d150","Löschung Plé Holding SA, Yverdon-les-Bains","HR","HR03","PUBLISHED","shab","VD"
2023-07-03,"91450487-0dd9-44cf-8354-c897667356bd","Löschung Iasbarrone - Plâtrerie-Peinture, Le Mont-sur-Lausanne","HR","HR03","PUBLISHED","shab","VD"
2023-07-03,"72e87de8-bf28-4980-a102-5e9677636301","Löschung PartPeinture SA en liquidation, Montreux","HR","HR03","PUBLISHED","shab","VD"
2023-07-03,"0587f0a6-994b-442e-aba0-7dda34cfd79a","Löschung PASCAL RENOV, Lausanne","HR","HR03","PUBLISHED","shab","VD"
2023-07-03,"d5921870-fbbc-40ab-9045-cf0f994b5e0c","Neueintragung TELL NP ADVISERS Sàrl, Genève","HR","HR01","PUBLISHED","shab","GE"
2023-07-03,"1249b375-676a-4ca3-b48c-13776bee0227","Neueintragung Olga Bähler, OlgArt, Hermance","HR","HR01","PUBLISHED","shab","GE"
2023-07-03,"2928c3fe-65b8-4a60-916a-375487dcfcbc","Neueintragung PT Bauer Thailand Logistics GmbH, Villnachern","HR","HR01","PUBLISHED","shab","AG"
2023-07-03,"9582253b-3500-4689-9a59-e5ecc63e9384","Neueintragung EQcentrIQ GmbH, Zeiningen","HR","HR01","PUBLISHED","shab","AG"
2023-07-03,"e3823ff2-8d5e-4601-a009-d58f592f48bd","Neueintragung Müller Liftservice AG, Oftringen","HR","HR01","PUBLISHED","shab","AG"
2023-07-03,"501a542d-bc7a-454c-a0ec-e926bf4f97f9","Neueintragung Genesis Gym GmbH, Rheinfelden","HR","HR01","PUBLISHED","shab","AG"
2023-07-03,"bcaa0445-0a6b-4917-8304-86496821922d","Neueintragung Cayra Arcangioli GmbH, Beinwil am See","HR","HR01","PUBLISHED","shab","AG"
2023-07-03,"50526e28-2449-44cd-88a3-766d54e85508","Neueintragung BALGIO AG, Bichelsee-Balterswil","HR","HR01","PUBLISHED","shab","TG"
2023-07-03,"0fd63b34-2325-4d17-9aea-54918971e161","Neueintragung Frey Haustechnik, Erlinsbach (AG)","HR","HR01","PUBLISHED","shab","AG"
2023-07-03,"2cb63f2d-8661-4db3-aa5e-f88106ab024d","Neueintragung PROPER CONTENT Leimgruber, Fislisbach","HR","HR01","PUBLISHED","shab","AG"
2023-07-03,"e2266468-7aa0-4bfe-a285-8b85c7cf6e2f","Neueintragung Taxi Lacuna Ilic, Chur","HR","HR01","PUBLISHED","shab","GR"
2023-07-03,"2762a14e-8475-416a-a88c-66525c606a37","Neueintragung AGORA solutions AG, Wünnewil-Flamatt","HR","HR01","PUBLISHED","shab","FR"
2023-07-03,"ed74187e-cf42-4f35-b152-b1b234696e05","Neueintragung Ottet Fabrice SA, Grolley","HR","HR01","PUBLISHED","shab","FR"
2023-07-03,"928649b2-a3c6-48bd-91ad-0473492052b5","Neueintragung animans gmbh, Düdingen","HR","HR01","PUBLISHED","shab","FR"
2023-07-03,"ae6982f9-4514-4221-af8a-cdd7f5e26e09","Neueintragung Neubellevue GmbH, Zürich","HR","HR01","PUBLISHED","shab","ZH"
2023-07-03,"da7dec92-2ce9-48bf-9a27-84efa91ebbf7","Neueintragung EQ Corporate GmbH, Luzern","HR","HR01","PUBLISHED","shab","LU"
2023-07-03,"443e8bb5-8930-4ff9-b7db-75376186100e","Neueintragung recruiting concept GmbH, Winterthur","HR","HR01","PUBLISHED","shab","ZH"
2023-07-03,"f738311c-a191-443b-91a8-ca5f1314149b","Neueintragung Vcars GmbH, Biel/Bienne","HR","HR01","PUBLISHED","shab","BE"
2023-07-03,"084f9c4e-375c-4a39-b6bc-889c4e4d571d","Neueintragung Ristorante Venezia GmbH, Bülach","HR","HR01","PUBLISHED","shab","ZH"
2023-07-03,"dec8d7b2-ae6b-461a-976a-68aa92448e5d","Neueintragung Metzger Leitungsbau GmbH, Bäretswil","HR","HR01","PUBLISHED","shab","ZH"
2023-07-03,"bf1d2efd-ba4a-420d-97cf-ba4b8bc15b32","Neueintragung Orthodontica Smiles AG, Zürich","HR","HR01","PUBLISHED","shab","ZH"
2023-07-03,"c135d243-87c0-4adc-9694-c0eab70f7be5","Neueintragung OnlineEasyshopping Dugué, Zürich","HR","HR01","PUBLISHED","shab","ZH"
2023-07-03,"e360c2be-ffad-45e8-8840-5ec686f6680d","Neueintragung Schmidt Karriere Bootcamp, Maur","HR","HR01","PUBLISHED","shab","ZH"
2023-07-03,"3ff03f1a-788d-4cf2-bddf-5e93bb7c09f6","Neueintragung Iseni Tnerolf, Zürich","HR","HR01","PUBLISHED","shab","ZH"
2023-07-03,"cea63662-1162-4a8c-a66b-6842c359a4b0","Neueintragung Smiling Coast Trading KlG, Baar","HR","HR01","PUBLISHED","shab","ZG"
2023-07-03,"114588ff-7cba-462f-aea2-ea7f1c5f17bd","Neueintragung bisang design, Therwil","HR","HR01","PUBLISHED","shab","BL"
2023-07-03,"6a4acc77-aa51-4ef6-8e8d-985bd3edbf07","Neueintragung Heredia Juarez Diamatt, Baar","HR","HR01","PUBLISHED","shab","ZG"
2023-07-03,"1bd2046d-6b0a-4ebb-8986-9fd9663ed8c9","Neueintragung Communicating for Impact - Laura Wilkes, Luzern","HR","HR01","PUBLISHED","shab","LU"
2023-07-03,"f94b73c6-3ae7-429e-a39c-dbac4e858ba4","Neueintragung Verkehrsmedizin Stefanie Wächter, Zug","HR","HR01","PUBLISHED","shab","ZG"
2023-07-03,"aee932e0-69d7-409b-a7af-4f1f386a9ceb","Neueintragung Simmen Beratung + Revision, Neuheim","HR","HR01","PUBLISHED","shab","ZG"
2023-07-03,"4f61d409-2af8-4627-a85c-883450c6d15a","Neueintragung Räumungen.org Inhaber David Bollig, Kleinlützel","HR","HR01","PUBLISHED","shab","SO"
2023-07-03,"0585af1d-8578-475e-b0b8-66e3c73ccaea","Neueintragung Jar-Ka, Inh. Krakovská, Frenkendorf","HR","HR01","PUBLISHED","shab","BL"
2023-07-03,"485ed4dd-80a1-428b-8bf3-2677a82ade82","Neueintragung Monomoo Wilaiphorn Anurak, Luzern","HR","HR01","PUBLISHED","shab","LU"
2023-07-03,"e2de389c-aca8-4422-a77e-70e5b36d74e9","Neueintragung Derm Beauty Studio, Monib, Grolley","HR","HR01","PUBLISHED","shab","FR"
2023-07-03,"1fb6656d-d006-438a-af63-a302eb53db29","Neueintragung Chiral Nano AG, Zürich","HR","HR01","PUBLISHED","shab","ZH"
2023-07-03,"17138392-2299-4d23-b888-fa4d6b67c09b","Neueintragung Cisra GmbH, Weisslingen","HR","HR01","PUBLISHED","shab","ZH"
2023-07-03,"265ba8c4-3dd3-49cf-aa0d-4c647bec09a6","Neueintragung Skywalkers SA, Lugano","HR","HR01","PUBLISHED","shab","TI"
2023-07-03,"c6cefbbb-816e-4160-91bc-064b347714da","Neueintragung PerSempre SA, Locarno","HR","HR01","PUBLISHED","shab","TI"
2023-07-03,"39e8a22d-6c33-45fe-abe2-9ef3f96d376e","Neueintragung balu gmbh, Bischofszell","HR","HR01","PUBLISHED","shab","TG"
2023-07-03,"9de9c5dc-a2de-4e03-a02a-e5bd286cb75a","Neueintragung MIVANI TEC GmbH, Uesslingen-Buch","HR","HR01","PUBLISHED","shab","TG"
2023-07-03,"ec41fdf0-9cf0-45b2-a260-7cfa799152e3","Neueintragung Idiofya SA, Muralto","HR","HR01","PUBLISHED","shab","TI"
2023-07-03,"e2a1291c-7990-4d77-a94e-91a7f6d9dc79","Neueintragung Choi Consulting Services, Kloten","HR","HR01","PUBLISHED","shab","ZH"
2023-07-03,"d22aada6-ac38-4e8b-b6d3-c9f2c5b440ef","Neueintragung Alpen Resort AG, Zermatt","HR","HR01","PUBLISHED","shab","VS"
2023-07-03,"47bc7791-afbc-4bfb-9eee-87076bc6b781","Neueintragung San Bastiaun Hospitality & Services GmbH, Samedan","HR","HR01","PUBLISHED","shab","GR"
2023-07-03,"afe153c9-e35a-4bd9-8ebe-59e22ad3736a","Neueintragung Chesa Trais Fluors AG, Celerina/Schlarigna","HR","HR01","PUBLISHED","shab","GR"
2023-07-03,"878a3673-8ee0-4473-af3e-40a412387c60","Neueintragung Vanzo Garten AG, Degersheim","HR","HR01","PUBLISHED","shab","SG"
2023-07-03,"69530e17-8928-46dd-a221-052bcc899ea7","Neueintragung Camping Yverdon Plage SA, Yverdon-les-Bains","HR","HR01","PUBLISHED","shab","VD"
2023-07-03,"d4acfce0-f816-4eae-b337-ea3d0dd1a960","Neueintragung Outland Sight Sàrl, Neuchâtel","HR","HR01","PUBLISHED","shab","NE"
2023-07-03,"d35bfc61-4007-48b3-a1d1-d27b94ccf230","Neueintragung Centaurium Aviation MRO SA, La Chaux-de-Fonds","HR","HR01","PUBLISHED","shab","NE"
2023-07-03,"2bcf9492-8bba-4cf9-b03e-324b6d1ec576","Neueintragung IRIS Radiologie Cadolles, succursale d'IRIS Radiologie SA, Neuchâtel","HR","HR01","PUBLISHED","shab","NE"
2023-07-03,"b3b34910-e492-44c9-b4b5-d768d3d2d986","Neueintragung IMMORENOV Furrer, Lausanne","HR","HR01","PUBLISHED","shab","VD"
2023-07-03,"6e4961b8-e9e6-4bbf-96ea-b914209218d7","Neueintragung Consulting M&E GmbH, Teufen (AR)","HR","HR01","PUBLISHED","shab","AR"
2023-07-03,"cd7e61e5-80e6-4bf8-b89d-3119427a7ed2","Neueintragung Stiftung Alterswohnen Muttenz, Muttenz","HR","HR01","PUBLISHED","shab","BL"
2023-07-03,"e51f4e55-d45b-403f-85f9-11618c4ee6cf","Neueintragung Step Zero AG, Flawil","HR","HR01","PUBLISHED","shab","SG"
2023-07-03,"1d332309-7435-4e0f-9058-cc91835e1e7d","Neueintragung CARAV TOBACCO GmbH, Zürich","HR","HR01","PUBLISHED","shab","ZH"
2023-07-03,"424789b8-d4d3-4e8d-b350-eaa3e988ceb6","Neueintragung IRIS Radiologie Neuchâtel, succursale d'IRIS Radiologie SA, Neuchâtel","HR","HR01","PUBLISHED","shab","NE"
2023-07-03,"7479a034-2b42-4fdd-97ac-eda5e4ec7d39","Neueintragung EFFETS SECONDAIRES Vintage Wirtz, Lausanne","HR","HR01","PUBLISHED","shab","VD"
2023-07-03,"b86f56a1-7243-4c83-a6f8-f9344e7b273d","Neueintragung Alfred Kiener Schreinerei KLG, Birmensdorf (ZH)","HR","HR01","PUBLISHED","shab","ZH"
2023-07-03,"1c3907cd-4471-4342-8173-35320ff3517a","Neueintragung Egloff Food, Bussigny","HR","HR01","PUBLISHED","shab","VD"
2023-07-03,"14c13a7a-4221-4623-a26d-012a12c6333e","Neueintragung Electricité Fernandes, Lutry","HR","HR01","PUBLISHED","shab","VD"
2023-07-03,"d6971d3b-9065-41d4-aba6-97595c575023","Neueintragung deepico AG, Winterthur","HR","HR01","PUBLISHED","shab","ZH"
2023-07-03,"1e99671c-90a8-401a-93e5-4581d27102a4","Neueintragung Buyside AG, Wollerau","HR","HR01","PUBLISHED","shab","SZ"
2023-07-03,"71569ae0-3159-41a3-9827-f3846bc05929","Neueintragung Chillon Investitionen GmbH, Zug","HR","HR01","PUBLISHED","shab","ZG"
2023-07-03,"fe3af631-3c31-407a-bddb-7ce01bbba4fc","Neueintragung HOVA Holding AG, Zug","HR","HR01","PUBLISHED","shab","ZG"
2023-07-03,"e240a1c5-c9e1-47cd-bc43-a2653f2c149c","Neueintragung Dr Ioanna Giannakou Sàrl, Genève","HR","HR01","PUBLISHED","shab","GE"
2023-07-03,"e03c4178-621f-43b0-879c-a4b10d6bae45","Neueintragung Stutzhof GmbH, Kirchdorf (BE)","HR","HR01","PUBLISHED","shab","BE"
2023-07-04,"20154023-94cd-4d2b-89a5-95c7f908f2e1","Löschung Cave La Tine, Fontannaz Hervé, Vétroz","HR","HR03","PUBLISHED","shab","VS"
2023-07-04,"97f2dfeb-e8fd-4010-a078-cdb1264371f0","Löschung Ecole Ardévaz-Sion Sàrl, Sion","HR","HR03","PUBLISHED","shab","VS"
2023-07-04,"a14059b6-abb5-4d08-b022-39c10d983970","Löschung SODECOM Sàrl, Sion","HR","HR03","PUBLISHED","shab","VS"
2023-07-04,"bbf23ee9-83d5-4a47-987a-8c1370761425","Löschung Fux Weine KLG, Brig-Glis","HR","HR03","PUBLISHED","shab","VS"
2023-07-04,"1bfa8e1d-3635-4ea8-85f2-c43ee2a55c3d","Löschung C&V Development Sàrl, en liquidation, Genève","HR","HR03","PUBLISHED","shab","GE"
2023-07-04,"972e8c9d-6cc3-4453-a993-0e5cffeab417","Löschung Lehmann Jacques, Collombey-Muraz","HR","HR03","PUBLISHED","shab","VS"
2023-07-04,"b4d2c695-38c8-4e29-b0b0-93a66bfb0773","Löschung Garage Pro 76 Sàrl, Satigny","HR","HR03","PUBLISHED","shab","GE"
2023-07-04,"ddc0c268-8b43-4573-ab51-089ff40d5a4f","Löschung La Tour Immobilière Sàrl, Meyrin","HR","HR03","PUBLISHED","shab","GE"
2023-07-04,"270d531c-d3ea-4286-ac93-d7fd1ebc381e","Löschung Denner Satellite Cheseaux Jean Marie, Vétroz","HR","HR03","PUBLISHED","shab","VS"
2023-07-04,"5521369b-3985-41f5-be6b-23ebf635eadc","Löschung Arjutal S.A. en liquidation, Delémont","HR","HR03","PUBLISHED","shab","JU"
2023-07-04,"bbf3034a-9d78-445f-bd58-46274cedacd9","Löschung Schürch Fleurs, Neuchâtel","HR","HR03","PUBLISHED","shab","NE"
2023-07-04,"44cd6581-6003-48a3-b846-429f40f26b65","Löschung Net4all.ch SA, Pully","HR","HR03","PUBLISHED","shab","VD"
2023-07-04,"23ab1376-c993-40d4-9c29-fdc9d46abc72","Löschung Edition Alizen Sàrl en liquidation, Develier","HR","HR03","PUBLISHED","shab","JU"
2023-07-04,"2badd58d-9e62-44c2-b84b-62da19d4234b","Löschung Crea Multiservice, Visp","HR","HR03","PUBLISHED","shab","VS"
2023-07-04,"a6c3aeaa-53be-4f4e-a943-d6c51533b44f","Löschung FREL Froid-Electricité, Ljupco Bucev, Vallorbe","HR","HR03","PUBLISHED","shab","VD"
2023-07-04,"f678e079-c3dd-47b9-945b-9fe5a53d5755","Löschung ALIA SUISSEMAIDS, Commugny","HR","HR03","PUBLISHED","shab","VD"
2023-07-04,"25d6cafb-8730-4475-a7e2-d05b59919585","Löschung Reynolds Metals S.à r.l., Luxembourg, succursale de Genève, Genève","HR","HR03","PUBLISHED","shab","GE"
2023-07-04,"c5b78344-a861-43c9-8937-19ee74bbd1c0","Löschung Michel Zampa SA, Cudrefin","HR","HR03","PUBLISHED","shab","VD"
2023-07-04,"b09aad91-3861-4f5f-8818-8b9045fba96c","Löschung ADVANCED MARKETING S.A. en liquidation, Bern","HR","HR03","PUBLISHED","shab","BE"
2023-07-04,"17d2f640-6f77-4233-8b04-2c6fcaaf9c1b","Löschung emmc. Ernst Menet Management Consulting GmbH in Liquidation, Lyss","HR","HR03","PUBLISHED","shab","BE"
2023-07-04,"53b98e07-205e-40e3-afc0-7fb175f5c727","Löschung F&M Beteiligungs AG in Liquidation, Grosshöchstetten","HR","HR03","PUBLISHED","shab","BE"
2023-07-04,"81a2d9e9-bd1e-4a3a-98f4-f556e6fff9a5","Löschung Chili Productions GmbH in Liquidation, Köniz","HR","HR03","PUBLISHED","shab","BE"
2023-07-04,"36a39930-c3d5-4184-b167-a849e64c1bf0","Löschung Hoba Hänni AG, in Liquidation, Gals","HR","HR03","PUBLISHED","shab","BE"
2023-07-04,"128e4b4e-3102-4f4d-beb7-e8f5a7b28e36","Löschung Brasserie11 GmbH in Liquidation, Bern","HR","HR03","PUBLISHED","shab","BE"
2023-07-04,"46ae7ff4-4aaa-436f-9581-31b30f67c9c9","Löschung Bellevue Versicherung GmbH in Liquidation, Lenzburg","HR","HR03","PUBLISHED","shab","AG"
2023-07-04,"e901bde8-fa87-4e7b-8c49-859f7e2dbc5d","Löschung Spectranetics Switzerland GmbH, Horgen","HR","HR03","PUBLISHED","shab","ZH"
2023-07-04,"7ac097d2-45c1-475e-9b3b-c49a8447e2c0","Löschung Hugo Blatter GmbH, Büro für Hochbau in Liquidation, Unterseen","HR","HR03","PUBLISHED","shab","BE"
2023-07-04,"6a584703-e793-4231-8743-ad34c027ae79","Löschung Granit Green Networks SA, Orbe","HR","HR03","PUBLISHED","shab","VD"
2023-07-04,"99f5175a-fb17-491e-8de8-bb373d80f346","Löschung Beverage and More Winkelmann, Studen (BE)","HR","HR03","PUBLISHED","shab","BE"
2023-07-04,"72938cee-cf31-47a2-be20-4526e2d5b080","Löschung Equitim Management SA, Lausanne","HR","HR03","PUBLISHED","shab","VD"
2023-07-04,"c75260ec-54cd-4d57-a3dc-b75d9bd1e92e","Löschung Marcin Sznajderowski - Fenster Montage - Sznajderowski, Bürglen (TG)","HR","HR03","PUBLISHED","shab","TG"
2023-07-04,"4b041606-777e-4582-9ded-405224c8bf2b","Löschung Dimeba GmbH, Armierungen in Liquidation, Rheinfelden","HR","HR03","PUBLISHED","shab","AG"
2023-07-04,"4e5145fd-b24f-416d-896c-100bceceac94","Löschung AS Conception Sàrl en liquidation, Porrentruy","HR","HR03","PUBLISHED","shab","JU"
2023-07-04,"36d06a3c-344e-4827-b976-dc30fa2181c4","Löschung Gebäude-Service D. + E. Reinhard GmbH in Liquidation, Neerach","HR","HR03","PUBLISHED","shab","ZH"
2023-07-04,"468cc415-dc81-4f3c-987c-e4faae1f7a37","Löschung Flohr Industrietechnik, Mellikon","HR","HR03","PUBLISHED","shab","AG"
2023-07-04,"29894346-223c-4390-b061-28fa1ec8e536","Löschung ARTUR PRIB Executive Search Consultants, Oftringen","HR","HR03","PUBLISHED","shab","AG"
2023-07-04,"9b982850-3588-4a6e-8d6b-3d39c13b4868","Löschung SKZH LIVE KlG, Zürich","HR","HR03","PUBLISHED","shab","ZH"
2023-07-04,"a3d97b62-077a-4b47-99c5-78a052e0b37f","Löschung ILW Institut für Lernberatung und Wissensmanagement lic. phil. Christopher Bühlmann, Affoltern am Albis","HR","HR03","PUBLISHED","shab","ZH"
2023-07-04,"2a330d9a-a434-4603-af61-0b363607992e","Löschung Autoteile Brüttisellen, Christian Fuhrer + Paul Kuster, Wangen-Brüttisellen","HR","HR03","PUBLISHED","shab","ZH"
2023-07-04,"7b3b5536-3d5f-4ee0-a4ce-c4770e0a4a04","Löschung Dogas Plattenbeläge Umbau und Renovationen, Zürich","HR","HR03","PUBLISHED","shab","ZH"
2023-07-04,"3bbbf8f0-b244-463a-b8bb-3948f7c294fb","Löschung Auktions- & Handelshaus Zürichsee Spindler, Kilchberg (ZH)","HR","HR03","PUBLISHED","shab","ZH"
2023-07-04,"945c5bb5-62cc-4a19-af06-c84941ea0ed8","Löschung Pizza 73 GmbH in Liquidation, Neuhausen am Rheinfall","HR","HR03","PUBLISHED","shab","SH"
2023-07-04,"bd1983c8-7250-4e40-ba07-6ec265961078","Löschung Moser Klee Treuhand, Affoltern am Albis","HR","HR03","PUBLISHED","shab","ZH"
2023-07-04,"c52d4b59-a88f-48fe-8369-b9ac5f5b0eb2","Löschung Pizzeria Havin Take & Away, Sevinc, Horgen","HR","HR03","PUBLISHED","shab","ZH"
2023-07-04,"7feff02e-0da8-4c7e-bfdd-3468dbd03e6e","Löschung Aristoteles Verlag GmbH in Liquidation, Zürich","HR","HR03","PUBLISHED","shab","ZH"
2023-07-04,"0e900913-07d8-4434-a557-fd5ac4ae1877","Löschung Weleda F+E AG, Arlesheim","HR","HR03","PUBLISHED","shab","BL"
2023-07-04,"9416e7d7-9574-4c57-80fb-8dfbf1c76a3c","Löschung Rhyhalde Gastro GmbH in Liquidation, Schaffhausen","HR","HR03","PUBLISHED","shab","SH"
2023-07-04,"3f7158a5-8ec5-4ffb-807a-fa891d781ad3","Löschung GEMAS AG, Pratteln","HR","HR03","PUBLISHED","shab","BL"
2023-07-04,"59c1006f-751d-4904-a3dd-d61adee9b17a","Löschung Zahnarztpraxis Mirjam Stern, Basel","HR","HR03","PUBLISHED","shab","BS"
2023-07-04,"20ec93c6-3c79-4c79-b26d-221fbd1af77f","Löschung Arnold Blumen, Schaffhausen","HR","HR03","PUBLISHED","shab","SH"
2023-07-04,"49342e3e-069e-4bba-bae0-1afa3b1b15ad","Löschung Schaffhauser Gebäudetechnik GmbH in Liquidation, Schaffhausen","HR","HR03","PUBLISHED","shab","SH"
2023-07-04,"ac451cbb-e800-4112-bc6f-0fca05c8d465","Löschung Zollinger Sport AG, Tegerfelden","HR","HR03","PUBLISHED","shab","AG"
2023-07-04,"8eb829ff-ec55-4055-9bbf-b462a880b525","Löschung Koller Immobilien AG in Liquidation, Arosa","HR","HR03","PUBLISHED","shab","GR"
2023-07-04,"ab0882cf-d48b-42cd-9b22-33ba6f6f51d6","Löschung Gebrüder Schmid Landwirtschaft und Schweinemästerei in Liq., Suhr","HR","HR03","PUBLISHED","shab","AG"
2023-07-04,"8f724563-c3a8-425f-8067-855ba0e36895","Löschung Heyweb KlG, St. Gallen","HR","HR03","PUBLISHED","shab","SG"
2023-07-04,"12454da4-ced4-4b8f-bc27-5515c7f92784","Löschung Margrit Scherrer-Isenschmid, Wettingen","HR","HR03","PUBLISHED","shab","AG"
2023-07-04,"ebb8857e-dec0-49f0-b13e-7f3a17d4ba6e","Löschung ElegaRt Dogan, St. Gallen","HR","HR03","PUBLISHED","shab","SG"
2023-07-04,"40e681c7-2ecd-4fe8-9c72-5d55632c9081","Löschung MG International AG in Liq., Luzern","HR","HR03","PUBLISHED","shab","LU"
2023-07-04,"a01858ea-3e86-4dd0-bdc7-93a4417ee968","Löschung Athos Family Office (Switzerland) GmbH, Baar","HR","HR03","PUBLISHED","shab","ZG"
2023-07-04,"f377c98d-9522-4c0d-8f5b-f198c306abd8","Löschung Domstein Seafood AG in Liquidation, Zug","HR","HR03","PUBLISHED","shab","ZG"
2023-07-04,"6dc914ba-5b62-499a-af6a-2230d0a4a77d","Löschung LEAN AUDIT GmbH in Liquidation, Belp","HR","HR03","PUBLISHED","shab","BE"
2023-07-04,"e455357c-961d-4da7-b4c9-7045cc3a8656","Löschung Extended Sports Services GmbH, Baar","HR","HR03","PUBLISHED","shab","ZG"
2023-07-04,"86c6cb5d-c765-45f2-b744-808776a4d1d1","Löschung Glassnode Development AG, Baar","HR","HR03","PUBLISHED","shab","ZG"
2023-07-04,"3dc1f590-e8d8-4411-8845-e8e5a57dc32b","Löschung ADAPTAS SA, Emmetten","HR","HR03","PUBLISHED","shab","NW"
2023-07-04,"24c71522-9225-434b-93b5-47213bd096fc","Löschung Lon Fon GmbH in Liquidation, Kiesen","HR","HR03","PUBLISHED","shab","BE"
2023-07-04,"ef3769fb-848a-42aa-901c-57b6cc9bbdf8","Löschung Muskelkneter GmbH in Liquidation, Bern","HR","HR03","PUBLISHED","shab","BE"
2023-07-04,"2d2173ff-a5c9-45ca-aada-4d7d024bd2f5","Löschung Promage AG in Liquidation, Hünenberg","HR","HR03","PUBLISHED","shab","ZG"
2023-07-04,"47e06ddf-0a67-4a35-a0bb-ca5a5e7bd16a","Löschung Albis Nova AG, Horgen","HR","HR03","PUBLISHED","shab","ZH"
2023-07-04,"c4bdfffe-3c82-4a93-b487-0cfb54037b4f","Löschung All-Finanz-Regulierung GmbH, Zürich","HR","HR03","PUBLISHED","shab","ZH"
2023-07-04,"20792ab0-2600-45ad-9841-7736d6eec39c","Löschung MARSA CORPORATE FINANCE GmbH in Liquidation, Basel","HR","HR03","PUBLISHED","shab","BS"
2023-07-04,"63bab818-b539-4767-92ea-c262d65274a8","Löschung Sa' e Pe' GmbH in Liquidation, Erlinsbach (SO)","HR","HR03","PUBLISHED","shab","SO"
2023-07-04,"903399b5-73cc-4a16-80b3-d85dae92d7eb","Löschung Allemann Media AG, Obergerlafingen","HR","HR03","PUBLISHED","shab","SO"
2023-07-04,"2dd18002-812f-4951-af36-4094a797d420","Löschung Flyfishing unlimited, Chris Lohner, Basel","HR","HR03","PUBLISHED","shab","BS"
2023-07-04,"9480a8b3-0f9c-45f8-bbc9-e8c09b27e299","Löschung A.B.P Baeriswyl Pascal, Marly","HR","HR03","PUBLISHED","shab","FR"
2023-07-04,"3762d1ff-7966-430c-9f44-c7c6f54458ad","Löschung proteintea GmbH in Liquidation, Olten","HR","HR03","PUBLISHED","shab","SO"
2023-07-04,"236e16c1-d3ef-4561-ab9c-ace73d85caa0","Löschung Janssen Holding GmbH, Zug","HR","HR03","PUBLISHED","shab","ZG"
2023-07-04,"16587465-8125-4ddc-aaae-b27f0d6100a0","Löschung Biopro swiss GmbH, Ried bei Kerzers","HR","HR03","PUBLISHED","shab","FR"
2023-07-04,"e4bd5ad8-fdb6-4fb2-af01-2359922b8bcb","Neueintragung Cytokinetics (Switzerland) GmbH, Zug","HR","HR01","PUBLISHED","shab","ZG"
2023-07-04,"9cd048c5-5349-4f0d-b5c7-775fe270a366","Neueintragung ConVic GmbH, Schänis","HR","HR01","PUBLISHED","shab","SG"
2023-07-04,"7588716e-8520-4286-9030-cfcbc99f2c25","Neueintragung Nesto GmbH, Freienbach","HR","HR01","PUBLISHED","shab","SZ"
2023-07-04,"9315f7ed-c23f-42ec-9583-58ccfa7b3856","Neueintragung Lagoa GmbH, Freienbach","HR","HR01","PUBLISHED","shab","SZ"
2023-07-04,"95979a5d-1531-4729-b87c-1fdb3a483ed0","Neueintragung axecom GmbH, Zürich","HR","HR01","PUBLISHED","shab","ZH"
2023-07-04,"3f4f4fa6-43ed-4cd8-b6b7-4cd43696ffe7","Neueintragung BORED PIXELS LTD, London, Zweigniederlassung Uetikon am See, Uetikon am See","HR","HR01","PUBLISHED","shab","ZH"
2023-07-04,"79a5df69-612a-438b-9dde-40e0910c3b8a","Neueintragung Konzept Informationssysteme AG, Rebstein","HR","HR01","PUBLISHED","shab","SG"
